month,ticker
2021-06,BLK
2021-06,BMY
2021-06,BR
2021-06,BRK.B
2021-06,BSX
2021-06,BWA
2021-06,BXP
2021-06,CAG
2021-06,CAH
2021-06,CAT
2021-06,CBOE
2021-06,CBRE
2021-06,CCL
2021-06,CDNS
2021-06,CDW
2021-06,CE
2021-06,CERN
2021-06,CF
2021-06,CHD
2021-06,CHRW
2021-06,CHTR
2021-06,CL
2021-06,CMCSA
2021-06,CME
2021-06,CMG
2021-06,CMI
2021-06,CNC
2021-06,COO
2021-06,COP
2021-06,COST
2021-06,CPRT
2021-06,CRL
2021-06,CRM
2021-06,CSCO
2021-06,CSX
2021-06,CTAS
2021-06,CTLT
2021-06,CTSH
2021-06,CTVA
2021-06,CTXS
2021-06,CVS
2021-06,CVX
2021-06,CZR
2021-06,D
2021-06,DAL
2021-06,DD
2021-06,DE
2021-06,DG
2021-06,DGX
2021-06,DHI
2021-06,DHR
2021-06,DIS
2021-06,DISH
2021-06,DLR
2021-06,DLTR
2021-06,DOV
2021-06,DOW
2021-06,DPZ
2021-06,DRE
2021-06,DTE
2021-06,DUK
2021-06,DVA
2021-06,DVN
2021-06,DXC
2021-06,DXCM
2021-06,EBAY
2021-06,ECL
2021-06,ED
2021-06,EFX
2021-06,EIX
2021-06,EL
2021-06,EMN
2021-06,EMR
2021-06,ENPH
2021-06,EOG
2021-06,EQIX
2021-06,EQR
2021-06,ES
2021-06,ESS
2021-06,ETN
2021-06,EW
2021-06,EXPD
2021-06,EXPE
2021-06,EXR
2021-06,F
2021-06,FANG
2021-06,FAST
2021-06,FCX
2021-06,FE
2021-06,FFIV
2021-06,FLT
2021-06,FMC
2021-06,FOX
2021-06,FRT
2021-06,FTNT
2021-06,FTV
2021-06,GD
2021-06,GE
2021-06,GILD
2021-06,GLW
2021-06,GM
2021-06,GNRC
2021-06,GOOG
2021-06,GPC
2021-06,GPS
2021-06,GRMN
2021-06,GWW
2021-06,HAL
2021-06,HAS
2021-06,HBI
2021-06,HCA
2021-06,HD
2021-06,HES
2021-06,HFC
2021-06,HLT
2021-06,HOLX
2021-06,HPE
2021-06,HPQ
2021-06,HRL
2021-06,HSIC
2021-06,HST
2021-06,HWM
2021-06,ICE
2021-06,IDXX
2021-06,IEX
2021-06,IFF
2021-06,INCY
2021-06,INFO
2021-06,INTC
2021-06,IP
2021-06,IPG
2021-06,IPGP
2021-06,IQV
2021-06,IR
2021-06,IRM
2021-06,ISRG
2021-06,IT
2021-06,ITW
2021-06,IVZ
2021-06,J
2021-06,JBHT
2021-06,JCI
2021-06,JKHY
2021-06,JNPR
2021-06,K
2021-06,KIM
2021-06,KLAC
2021-06,KMI
2021-06,KMX
2021-06,KO
2021-06,KR
2021-06,KSU
2021-06,LEG
2021-06,LEN
2021-06,LHX
2021-06,LIN
2021-06,LKQ
2021-06,LLY
2021-06,LMT
2021-06,LOW
2021-06,LRCX
2021-06,LUMN
2021-06,LUV
2021-06,LVS
2021-06,LW
2021-06,LYB
2021-06,MA
2021-06,MAA
2021-06,MAR
2021-06,MCD
2021-06,MCHP
2021-06,MCK
2021-06,MCO
2021-06,MDLZ
2021-06,MDT
2021-06,MGM
2021-06,MHK
2021-06,MKC
2021-06,MLM
2021-06,MMM
2021-06,MNST
2021-06,MPC
2021-06,MPWR
2021-06,MRK
2021-06,MRO
2021-06,MSCI
2021-06,MSFT
2021-06,MSI
2021-06,MTD
2021-06,MU
2021-06,MXIM
2021-06,NCLH
2021-06,NDAQ
2021-06,NEE
2021-06,NEM
2021-06,NFLX
2021-06,NKE
2021-06,NLSN
2021-06,NOC
2021-06,NOW
2021-06,NRG
2021-06,NSC
2021-06,NTAP
2021-06,NUE
2021-06,NVDA
2021-06,NVR
2021-06,NWL
2021-06,NXPI
2021-06,O
2021-06,OKE
2021-06,OMC
2021-06,ORLY
2021-06,OTIS
2021-06,OXY
2021-06,PAYC
2021-06,PEAK
2021-06,PENN
2021-06,PEP
2021-06,PFE
2021-06,PG
2021-06,PH
2021-06,PHM
2021-06,PKG
2021-06,PKI
2021-06,PLD
2021-06,PM
2021-06,PNR
2021-06,PNW
2021-06,POOL
2021-06,PPG
2021-06,PRGO
2021-06,PSX
2021-06,PTC
2021-06,PVH
2021-06,PWR
2021-06,PXD
2021-06,PYPL
2021-06,QCOM
2021-06,QRVO
2021-06,REG
2021-06,REGN
2021-06,RHI
2021-06,RL
2021-06,ROK
2021-06,ROL
2021-06,ROP
2021-06,ROST
2021-06,RSG
2021-06,RTX
2021-06,SBAC
2021-06,SBUX
2021-06,SEE
2021-06,SHW
2021-06,SLB
2021-06,SNPS
2021-06,SPG
2021-06,SPGI
2021-06,SRE
2021-06,STE
2021-06,STX
2021-06,SWK
2021-06,SWKS
2021-06,SYK
2021-06,SYY
2021-06,TAP
2021-06,TDG
2021-06,TDY
2021-06,TEL
2021-06,TER
2021-06,TFX
2021-06,TGT
2021-06,TJX
2021-06,TMO
2021-06,TMUS
2021-06,TRMB
2021-06,TROW
2021-06,TSCO
2021-06,TSLA
2021-06,TSN
2021-06,TT
2021-06,TTWO
2021-06,TWTR
2021-06,TXN
2021-06,TXT
2021-06,TYL
2021-06,UA
2021-06,UAL
2021-06,UHS
2021-06,ULTA
2021-06,UNH
2021-06,UNP
2021-06,UPS
2021-06,URI
2021-06,V
2021-06,VFC
2021-06,VLO
2021-06,VMC
2021-06,VNO
2021-06,VRSK
2021-06,VRSN
2021-06,VRTX
2021-06,VTR
2021-06,VTRS
2021-06,VZ
2021-06,WAB
2021-06,WAT
2021-06,WBA
2021-06,WDC
2021-06,WEC
2021-06,WELL
2021-06,WHR
2021-06,WM
2021-06,WMB
2021-06,WMT
2021-06,WRK
2021-06,WST
2021-06,WU
2021-06,WY
2021-06,WYNN
2021-06,XEL
2021-06,XLNX
2021-06,XOM
2021-06,XRAY
2021-06,XYL
2021-06,YUM
2021-06,ZBH
2021-06,ZBRA
2021-06,ZTS
2021-07,A
2021-07,AAL
2021-07,AAPL
2021-07,ABBV
2021-07,ABMD
2021-07,ABT
2021-07,ACN
2021-07,ADBE
2021-07,ADI
2021-07,ADM
2021-07,ADP
2021-07,ADSK
2021-07,AEE
2021-07,AEP
2021-07,AJG
2021-07,AKAM
2021-07,ALB
2021-07,ALGN
2021-07,ALXN
2021-07,AMAT
2021-07,AMCR
2021-07,AMD
2021-07,AME
2021-07,AMGN
2021-07,AMP
2021-07,AMZN
2021-07,ANET
2021-07,ANSS
2021-07,AON
2021-07,AOS
2021-07,APA
2021-07,APH
2021-07,APTV
2021-07,ARE
2021-07,ATO
2021-07,ATVI
2021-07,AVB
2021-07,AVGO
2021-07,AVY
2021-07,AWK
2021-07,AZO
2021-07,BA
2021-07,BAX
2021-07,BBY
2021-07,BDX
2021-07,BEN
2021-07,BKNG
2021-07,BKR
2021-07,BLK
2021-07,BMY
2021-07,BR
2021-07,BRK.B
2021-07,BSX
2021-07,BWA
2021-07,BXP
2021-07,CAG
2021-07,CAH
2021-07,CAT
2021-07,CBOE
2021-07,CBRE
2021-07,CCL
2021-07,CDNS
2021-07,CDW
2021-07,CE
2021-07,CERN
2021-07,CF
2021-07,CHD
2021-07,CHRW
2021-07,CHTR
2021-07,CL
2021-07,CMCSA
2021-07,CME
2021-07,CMG
2021-07,CMI
2021-07,CNC
2021-07,COO
2021-07,COP
2021-07,COST
2021-07,CPRT
2021-07,CRL
2021-07,CRM
2021-07,CSCO
2021-07,CSX
2021-07,CTAS
2021-07,CTLT
2021-07,CTSH
2021-07,CTVA
2021-07,CTXS
2021-07,CVS
2021-07,CVX
2021-07,CZR
2021-07,D
2021-07,DAL
2021-07,DD
2021-07,DE
2021-07,DG
2021-07,DGX
2021-07,DHI
2021-07,DHR
2021-07,DIS
2021-07,DISH
2021-07,DLR
2021-07,DLTR
2021-07,DOV
2021-07,DOW
2021-07,DPZ
2021-07,DRE
2021-07,DTE
2021-07,DUK
2021-07,DVA
2021-07,DVN
2021-07,DXC
2021-07,DXCM
2021-07,EBAY
2021-07,ECL
2021-07,ED
2021-07,EFX
2021-07,EIX
2021-07,EL
2021-07,EMN
2021-07,EMR
2021-07,ENPH
2021-07,EOG
2021-07,EQIX
2021-07,EQR
2021-07,ES
2021-07,ESS
2021-07,ETN
2021-07,EW
2021-07,EXPD
2021-07,EXPE
2021-07,EXR
2021-07,F
2021-07,FANG
2021-07,FAST
2021-07,FCX
2021-07,FE
2021-07,FFIV
2021-07,FLT
2021-07,FMC
2021-07,FOX
2021-07,FRT
2021-07,FTNT
2021-07,FTV
2021-07,GD
2021-07,GE
2021-07,GILD
2021-07,GLW
2021-07,GM
2021-07,GNRC
2021-07,GOOG
2021-07,GPC
2021-07,GPS
2021-07,GRMN
2021-07,GWW
2021-07,HAL
2021-07,HAS
2021-07,HBI
2021-07,HCA
2021-07,HD
2021-07,HES
2021-07,HLT
2021-07,HOLX
2021-07,HPE
2021-07,HPQ
2021-07,HRL
2021-07,HSIC
2021-07,HST
2021-07,HWM
2021-07,ICE
2021-07,IDXX
2021-07,IEX
2021-07,IFF
2021-07,INCY
2021-07,INFO
2021-07,INTC
2021-07,IP
2021-07,IPG
2021-07,IPGP
2021-07,IQV
2021-07,IR
2021-07,IRM
2021-07,ISRG
2021-07,IT
2021-07,ITW
2021-07,IVZ
2021-07,J
2021-07,JBHT
2021-07,JCI
2021-07,JKHY
2021-07,JNPR
2021-07,K
2021-07,KIM
2021-07,KLAC
2021-07,KMI
2021-07,KMX
2021-07,KO
2021-07,KR
2021-07,KSU
2021-07,LEG
2021-07,LEN
2021-07,LHX
2021-07,LIN
2021-07,LKQ
2021-07,LLY
2021-07,LMT
2021-07,LOW
2021-07,LRCX
2021-07,LUMN
2021-07,LUV
2021-07,LVS
2021-07,LW
2021-07,LYB
2021-07,MA
2021-07,MAA
2021-07,MAR
2021-07,MCD
2021-07,MCHP
2021-07,MCK
2021-07,MCO
2021-07,MDLZ
2021-07,MDT
2021-07,MGM
2021-07,MHK
2021-07,MKC
2021-07,MLM
2021-07,MMM
2021-07,MNST
2021-07,MPC
2021-07,MPWR
2021-07,MRK
2021-07,MRNA
2021-07,MRO
2021-07,MSCI
2021-07,MSFT
2021-07,MSI
2021-07,MTD
2021-07,MU
2021-07,MXIM
2021-07,NCLH
2021-07,NDAQ
2021-07,NEE
2021-07,NEM
2021-07,NFLX
2021-07,NKE
2021-07,NLSN
2021-07,NOC
2021-07,NOW
2021-07,NRG
2021-07,NSC
2021-07,NTAP
2021-07,NUE
2021-07,NVDA
2021-07,NVR
2021-07,NWL
2021-07,NXPI
2021-07,O
2021-07,OKE
2021-07,OMC
2021-07,ORLY
2021-07,OTIS
2021-07,OXY
2021-07,PAYC
2021-07,PEAK
2021-07,PENN
2021-07,PEP
2021-07,PFE
2021-07,PG
2021-07,PH
2021-07,PHM
2021-07,PKG
2021-07,PKI
2021-07,PLD
2021-07,PM
2021-07,PNR
2021-07,PNW
2021-07,POOL
2021-07,PPG
2021-07,PRGO
2021-07,PSX
2021-07,PTC
2021-07,PVH
2021-07,PWR
2021-07,PXD
2021-07,PYPL
2021-07,QCOM
2021-07,QRVO
2021-07,REG
2021-07,REGN
2021-07,RHI
2021-07,RL
2021-07,ROK
2021-07,ROL
2021-07,ROP
2021-07,ROST
2021-07,RSG
2021-07,RTX
2021-07,SBAC
2021-07,SBUX
2021-07,SEE
2021-07,SHW
2021-07,SLB
2021-07,SNPS
2021-07,SPG
2021-07,SPGI
2021-07,SRE
2021-07,STE
2021-07,STX
2021-07,SWK
2021-07,SWKS
2021-07,SYK
2021-07,SYY
2021-07,TAP
2021-07,TDG
2021-07,TDY
2021-07,TEL
2021-07,TER
2021-07,TFX
2021-07,TGT
2021-07,TJX
2021-07,TMO
2021-07,TMUS
2021-07,TRMB
2021-07,TROW
2021-07,TSCO
2021-07,TSLA
2021-07,TSN
2021-07,TT
2021-07,TTWO
2021-07,TWTR
2021-07,TXN
2021-07,TXT
2021-07,TYL
2021-07,UA
2021-07,UAL
2021-07,UHS
2021-07,ULTA
2021-07,UNH
2021-07,UNP
2021-07,UPS
2021-07,URI
2021-07,V
2021-07,VFC
2021-07,VLO
2021-07,VMC
2021-07,VNO
2021-07,VRSK
2021-07,VRSN
2021-07,VRTX
2021-07,VTR
2021-07,VTRS
2021-07,VZ
2021-07,WAB
2021-07,WAT
2021-07,WBA
2021-07,WDC
2021-07,WEC
2021-07,WELL
2021-07,WHR
2021-07,WM
2021-07,WMB
2021-07,WMT
2021-07,WRK
2021-07,WST
2021-07,WU
2021-07,WY
2021-07,WYNN
2021-07,XEL
2021-07,XLNX
2021-07,XOM
2021-07,XRAY
2021-07,XYL
2021-07,YUM
2021-07,ZBH
2021-07,ZBRA
2021-07,ZTS
2021-08,A
2021-08,AAL
2021-08,AAPL
2021-08,ABBV
2021-08,ABMD
2021-08,ABT
2021-08,ACN
2021-08,ADBE
2021-08,ADI
2021-08,ADM
2021-08,ADP
2021-08,ADSK
2021-08,AEE
2021-08,AEP
2021-08,AJG
2021-08,AKAM
2021-08,ALB
2021-08,ALGN
2021-08,AMAT
2021-08,AMCR
2021-08,AMD
2021-08,AME
2021-08,AMGN
2021-08,AMP
2021-08,AMZN
2021-08,ANET
2021-08,ANSS
2021-08,AON
2021-08,AOS
2021-08,APA
2021-08,APH
2021-08,APTV
2021-08,ARE
2021-08,ATO
2021-08,ATVI
2021-08,AVB
2021-08,AVGO
2021-08,AVY
2021-08,AWK
2021-08,AZO
2021-08,BA
2021-08,BAX
2021-08,BBWI
2021-08,BBY
2021-08,BDX
2021-08,BEN
2021-08,BKNG
2021-08,BKR
2021-08,BLK
2021-08,BMY
2021-08,BR
2021-08,BRK.B
2021-08,BSX
2021-08,BWA
2021-08,BXP
2021-08,CAG
2021-08,CAH
2021-08,CAT
2021-08,CBOE
2021-08,CBRE
2021-08,CCL
2021-08,CDNS
2021-08,CDW
2021-08,CE
2021-08,CERN
2021-08,CF
2021-08,CHD
2021-08,CHRW
2021-08,CHTR
2021-08,CL
2021-08,CMCSA
2021-08,CME
2021-08,CMG
2021-08,CMI
2021-08,CNC
2021-08,COO
2021-08,COP
2021-08,COST
2021-08,CPRT
2021-08,CRL
2021-08,CRM
2021-08,CSCO
2021-08,CSX
2021-08,CTAS
2021-08,CTLT
2021-08,CTSH
2021-08,CTVA
2021-08,CTXS
2021-08,CVS
2021-08,CVX
2021-08,CZR
2021-08,D
2021-08,DAL
2021-08,DD
2021-08,DE
2021-08,DG
2021-08,DGX
2021-08,DHI
2021-08,DHR
2021-08,DIS
2021-08,DISH
2021-08,DLR
2021-08,DLTR
2021-08,DOV
2021-08,DOW
2021-08,DPZ
2021-08,DRE
2021-08,DTE
2021-08,DUK
2021-08,DVA
2021-08,DVN
2021-08,DXC
2021-08,DXCM
2021-08,EBAY
2021-08,ECL
2021-08,ED
2021-08,EFX
2021-08,EIX
2021-08,EL
2021-08,EMN
2021-08,EMR
2021-08,ENPH
2021-08,EOG
2021-08,EQIX
2021-08,EQR
2021-08,ES
2021-08,ESS
2021-08,ETN
2021-08,EW
2021-08,EXPD
2021-08,EXPE
2021-08,EXR
2021-08,F
2021-08,FANG
2021-08,FAST
2021-08,FCX
2021-08,FE
2021-08,FFIV
2021-08,FLT
2021-08,FMC
2021-08,FOX
2021-08,FRT
2021-08,FTNT
2021-08,FTV
2021-08,GD
2021-08,GE
2021-08,GILD
2021-08,GLW
2021-08,GM
2021-08,GNRC
2021-08,GOOG
2021-08,GPC
2021-08,GPS
2021-08,GRMN
2021-08,GWW
2021-08,HAL
2021-08,HAS
2021-08,HBI
2021-08,HCA
2021-08,HD
2021-08,HES
2021-08,HLT
2021-08,HOLX
2021-08,HPE
2021-08,HPQ
2021-08,HRL
2021-08,HSIC
2021-08,HST
2021-08,HWM
2021-08,ICE
2021-08,IDXX
2021-08,IEX
2021-08,IFF
2021-08,INCY
2021-08,INFO
2021-08,INTC
2021-08,IP
2021-08,IPG
2021-08,IPGP
2021-08,IQV
2021-08,IR
2021-08,IRM
2021-08,ISRG
2021-08,IT
2021-08,ITW
2021-08,IVZ
2021-08,J
2021-08,JBHT
2021-08,JCI
2021-08,JKHY
2021-08,JNPR
2021-08,K
2021-08,KIM
2021-08,KLAC
2021-08,KMI
2021-08,KMX
2021-08,KO
2021-08,KR
2021-08,KSU
2021-08,LEG
2021-08,LEN
2021-08,LHX
2021-08,LIN
2021-08,LKQ
2021-08,LLY
2021-08,LMT
2021-08,LOW
2021-08,LRCX
2021-08,LUMN
2021-08,LUV
2021-08,LVS
2021-08,LW
2021-08,LYB
2021-08,MA
2021-08,MAA
2021-08,MAR
2021-08,MCD
2021-08,MCHP
2021-08,MCK
2021-08,MCO
2021-08,MDLZ
2021-08,MDT
2021-08,MGM
2021-08,MHK
2021-08,MKC
2021-08,MLM
2021-08,MMM
2021-08,MNST
2021-08,MPC
2021-08,MPWR
2021-08,MRK
2021-08,MRNA
2021-08,MRO
2021-08,MSCI
2021-08,MSFT
2021-08,MSI
2021-08,MTD
2021-08,MU
2021-08,MXIM
2021-08,NCLH
2021-08,NDAQ
2021-08,NEE
2021-08,NEM
2021-08,NFLX
2021-08,NKE
2021-08,NLSN
2021-08,NOC
2021-08,NOW
2021-08,NRG
2021-08,NSC
2021-08,NTAP
2021-08,NUE
2021-08,NVDA
2021-08,NVR
2021-08,NWL
2021-08,NXPI
2021-08,O
2021-08,OKE
2021-08,OMC
2021-08,ORLY
2021-08,OTIS
2021-08,OXY
2021-08,PAYC
2021-08,PEAK
2021-08,PENN
2021-08,PEP
2021-08,PFE
2021-08,PG
2021-08,PH
2021-08,PHM
2021-08,PKG
2021-08,PKI
2021-08,PLD
2021-08,PM
2021-08,PNR
2021-08,PNW
2021-08,POOL
2021-08,PPG
2021-08,PRGO
2021-08,PSX
2021-08,PTC
2021-08,PVH
2021-08,PWR
2021-08,PXD
2021-08,PYPL
2021-08,QCOM
2021-08,QRVO
2021-08,REG
2021-08,REGN
2021-08,RHI
2021-08,RL
2021-08,ROK
2021-08,ROL
2021-08,ROP
2021-08,ROST
2021-08,RSG
2021-08,RTX
2021-08,SBAC
2021-08,SBUX
2021-08,SEE
2021-08,SHW
2021-08,SLB
2021-08,SNPS
2021-08,SPG
2021-08,SPGI
2021-08,SRE
2021-08,STE
2021-08,STX
2021-08,SWK
2021-08,SWKS
2021-08,SYK
2021-08,SYY
2021-08,TAP
2021-08,TDG
2021-08,TDY
2021-08,TECH
2021-08,TEL
2021-08,TER
2021-08,TFX
2021-08,TGT
2021-08,TJX
2021-08,TMO
2021-08,TMUS
2021-08,TRMB
2021-08,TROW
2021-08,TSCO
2021-08,TSLA
2021-08,TSN
2021-08,TT
2021-08,TTWO
2021-08,TWTR
2021-08,TXN
2021-08,TXT
2021-08,TYL
2021-08,UA
2021-08,UAL
2021-08,UHS
2021-08,ULTA
2021-08,UNH
2021-08,UNP
2021-08,UPS
2021-08,URI
2021-08,V
2021-08,VFC
2021-08,VLO
2021-08,VMC
2021-08,VNO
2021-08,VRSK
2021-08,VRSN
2021-08,VRTX
2021-08,VTR
2021-08,VTRS
2021-08,VZ
2021-08,WAB
2021-08,WAT
2021-08,WBA
2021-08,WDC
2021-08,WEC
2021-08,WELL
2021-08,WHR
2021-08,WM
2021-08,WMB
2021-08,WMT
2021-08,WRK
2021-08,WST
2021-08,WU
2021-08,WY
2021-08,WYNN
2021-08,XEL
2021-08,XLNX
2021-08,XOM
2021-08,XRAY
2021-08,XYL
2021-08,YUM
2021-08,ZBH
2021-08,ZBRA
2021-08,ZTS
2021-09,A
2021-09,AAL
2021-09,AAPL
2021-09,ABBV
2021-09,ABMD
2021-09,ABT
2021-09,ACN
2021-09,ADBE
2021-09,ADI
2021-09,ADM
2021-09,ADP
2021-09,ADSK
2021-09,AEE
2021-09,AEP
2021-09,AJG
2021-09,AKAM
2021-09,ALB
2021-09,ALGN
2021-09,AMAT
2021-09,AMCR
2021-09,AMD
2021-09,AME
2021-09,AMGN
2021-09,AMP
2021-09,AMZN
2021-09,ANET
2021-09,ANSS
2021-09,AON
2021-09,AOS
2021-09,APA
2021-09,APH
2021-09,APTV
2021-09,ARE
2021-09,ATO
2021-09,ATVI
2021-09,AVB
2021-09,AVGO
2021-09,AVY
2021-09,AWK
2021-09,AZO
2021-09,BA
2021-09,BAX
2021-09,BBWI
2021-09,BBY
2021-09,BDX
2021-09,BEN
2021-09,BKNG
2021-09,BKR
2021-09,BLK
2021-09,BMY
2021-09,BR
2021-09,BRK.B
2021-09,BSX
2021-09,BWA
2021-09,BXP
2021-09,CAG
2021-09,CAH
2021-09,CAT
2021-09,CBOE
2021-09,CBRE
2021-09,CCL
2021-09,CDAY
2021-09,CDNS
2021-09,CDW
2021-09,CE
2021-09,CERN
2021-09,CF
2021-09,CHD
2021-09,CHRW
2021-09,CHTR
2021-09,CL
2021-09,CMCSA
2021-09,CME
2021-09,CMG
2021-09,CMI
2021-09,CNC
2021-09,COO
2021-09,COP
2021-09,COST
2021-09,CPRT
2021-09,CRL
2021-09,CRM
2021-09,CSCO
2021-09,CSX
2021-09,CTAS
2021-09,CTLT
2021-09,CTSH
2021-09,CTVA
2021-09,CTXS
2021-09,CVS
2021-09,CVX
2021-09,CZR
2021-09,D
2021-09,DAL
2021-09,DD
2021-09,DE
2021-09,DG
2021-09,DGX
2021-09,DHI
2021-09,DHR
2021-09,DIS
2021-09,DISH
2021-09,DLR
2021-09,DLTR
2021-09,DOV
2021-09,DOW
2021-09,DPZ
2021-09,DRE
2021-09,DTE
2021-09,DUK
2021-09,DVA
2021-09,DVN
2021-09,DXC
2021-09,DXCM
2021-09,EBAY
2021-09,ECL
2021-09,ED
2021-09,EFX
2021-09,EIX
2021-09,EL
2021-09,EMN
2021-09,EMR
2021-09,ENPH
2021-09,EOG
2021-09,EQIX
2021-09,EQR
2021-09,ES
2021-09,ESS
2021-09,ETN
2021-09,EW
2021-09,EXPD
2021-09,EXPE
2021-09,EXR
2021-09,F
2021-09,FANG
2021-09,FAST
2021-09,FCX
2021-09,FE
2021-09,FFIV
2021-09,FLT
2021-09,FMC
2021-09,FOX
2021-09,FRT
2021-09,FTNT
2021-09,FTV
2021-09,GD
2021-09,GE
2021-09,GILD
2021-09,GLW
2021-09,GM
2021-09,GNRC
2021-09,GOOG
2021-09,GPC
2021-09,GPS
2021-09,GRMN
2021-09,GWW
2021-09,HAL
2021-09,HAS
2021-09,HBI
2021-09,HCA
2021-09,HD
2021-09,HES
2021-09,HLT
2021-09,HOLX
2021-09,HPE
2021-09,HPQ
2021-09,HRL
2021-09,HSIC
2021-09,HST
2021-09,HWM
2021-09,ICE
2021-09,IDXX
2021-09,IEX
2021-09,IFF
2021-09,INCY
2021-09,INFO
2021-09,INTC
2021-09,IP
2021-09,IPG
2021-09,IPGP
2021-09,IQV
2021-09,IR
2021-09,IRM
2021-09,ISRG
2021-09,IT
2021-09,ITW
2021-09,IVZ
2021-09,J
2021-09,JBHT
2021-09,JCI
2021-09,JKHY
2021-09,JNPR
2021-09,K
2021-09,KIM
2021-09,KLAC
2021-09,KMI
2021-09,KMX
2021-09,KO
2021-09,KR
2021-09,KSU
2021-09,LEG
2021-09,LEN
2021-09,LHX
2021-09,LIN
2021-09,LKQ
2021-09,LLY
2021-09,LMT
2021-09,LOW
2021-09,LRCX
2021-09,LUMN
2021-09,LUV
2021-09,LVS
2021-09,LW
2021-09,LYB
2021-09,MA
2021-09,MAA
2021-09,MAR
2021-09,MCD
2021-09,MCHP
2021-09,MCK
2021-09,MCO
2021-09,MDLZ
2021-09,MDT
2021-09,MGM
2021-09,MHK
2021-09,MKC
2021-09,MLM
2021-09,MMM
2021-09,MNST
2021-09,MPC
2021-09,MPWR
2021-09,MRK
2021-09,MRNA
2021-09,MRO
2021-09,MSCI
2021-09,MSFT
2021-09,MSI
2021-09,MTCH
2021-09,MTD
2021-09,MU
2021-09,NCLH
2021-09,NDAQ
2021-09,NEE
2021-09,NEM
2021-09,NFLX
2021-09,NKE
2021-09,NLSN
2021-09,NOC
2021-09,NOW
2021-09,NRG
2021-09,NSC
2021-09,NTAP
2021-09,NUE
2021-09,NVDA
2021-09,NVR
2021-09,NWL
2021-09,NXPI
2021-09,O
2021-09,OKE
2021-09,OMC
2021-09,ORLY
2021-09,OTIS
2021-09,OXY
2021-09,PAYC
2021-09,PEAK
2021-09,PENN
2021-09,PEP
2021-09,PFE
2021-09,PG
2021-09,PH
2021-09,PHM
2021-09,PKG
2021-09,PKI
2021-09,PLD
2021-09,PM
2021-09,PNR
2021-09,PNW
2021-09,POOL
2021-09,PPG
2021-09,PRGO
2021-09,PSX
2021-09,PTC
2021-09,PVH
2021-09,PWR
2021-09,PXD
2021-09,PYPL
2021-09,QCOM
2021-09,QRVO
2021-09,REG
2021-09,REGN
2021-09,RHI
2021-09,RL
2021-09,ROK
2021-09,ROL
2021-09,ROP
2021-09,ROST
2021-09,RSG
2021-09,RTX
2021-09,SBAC
2021-09,SBUX
2021-09,SEE
2021-09,SHW
2021-09,SLB
2021-09,SNPS
2021-09,SPG
2021-09,SPGI
2021-09,SRE
2021-09,STE
2021-09,STX
2021-09,SWK
2021-09,SWKS
2021-09,SYK
2021-09,SYY
2021-09,TAP
2021-09,TDG
2021-09,TDY
2021-09,TECH
2021-09,TEL
2021-09,TER
2021-09,TFX
2021-09,TGT
2021-09,TJX
2021-09,TMO
2021-09,TMUS
2021-09,TRMB
2021-09,TROW
2021-09,TSCO
2021-09,TSLA
2021-09,TSN
2021-09,TT
2021-09,TTWO
2021-09,TWTR
2021-09,TXN
2021-09,TXT
2021-09,TYL
2021-09,UA
2021-09,UAL
2021-09,UHS
2021-09,ULTA
2021-09,UNH
2021-09,UNP
2021-09,UPS
2021-09,URI
2021-09,V
2021-09,VFC
2021-09,VLO
2021-09,VMC
2021-09,VNO
2021-09,VRSK
2021-09,VRSN
2021-09,VRTX
2021-09,VTR
2021-09,VTRS
2021-09,VZ
2021-09,WAB
2021-09,WAT
2021-09,WBA
2021-09,WDC
2021-09,WEC
2021-09,WELL
2021-09,WHR
2021-09,WM
2021-09,WMB
2021-09,WMT
2021-09,WRK
2021-09,WST
2021-09,WU
2021-09,WY
2021-09,WYNN
2021-09,XEL
2021-09,XLNX
2021-09,XOM
2021-09,XRAY
2021-09,XYL
2021-09,YUM
2021-09,ZBH
2021-09,ZBRA
2021-09,ZTS
2021-10,A
2021-10,AAL
2021-10,AAPL
2021-10,ABBV
2021-10,ABMD
2021-10,ABT
2021-10,ACN
2021-10,ADBE
2021-10,ADI
2021-10,ADM
2021-10,ADP
2021-10,ADSK
2021-10,AEE
2021-10,AEP
2021-10,AJG
2021-10,AKAM
2021-10,ALB
2021-10,ALGN
2021-10,AMAT
2021-10,AMCR
2021-10,AMD
2021-10,AME
2021-10,AMGN
2021-10,AMP
2021-10,AMZN
2021-10,ANET
2021-10,ANSS
2021-10,AON
2021-10,AOS
2021-10,APA
2021-10,APH
2021-10,APTV
2021-10,ARE
2021-10,ATO
2021-10,ATVI
2021-10,AVB
2021-10,AVGO
2021-10,AVY
2021-10,AWK
2021-10,AZO
2021-10,BA
2021-10,BAX
2021-10,BBWI
2021-10,BBY
2021-10,BDX
2021-10,BEN
2021-10,BKNG
2021-10,BKR
2021-10,BLK
2021-10,BMY
2021-10,BR
2021-10,BRK.B
2021-10,BSX
2021-10,BWA
2021-10,BXP
2021-10,CAG
2021-10,CAH
2021-10,CAT
2021-10,CBOE
2021-10,CBRE
2021-10,CCL
2021-10,CDAY
2021-10,CDNS
2021-10,CDW
2021-10,CE
2021-10,CERN
2021-10,CF
2021-10,CHD
2021-10,CHRW
2021-10,CHTR
2021-10,CL
2021-10,CMCSA
2021-10,CME
2021-10,CMG
2021-10,CMI
2021-10,CNC
